Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
72.75,203 (7).wav,انٹرنل کی طرح بات کرتے ہیں تو بھائی ٹیکنو نے لگایا ہے اس کے اندر میڈیا ٹک کا ہیلیو جی 99 ٹیکنو کہتی ہے اس کے اندر لگایا ہے میڈیا ٹک کا ہیلیو جے نائنٹی نائن الٹیمیٹ اب میں نے کل کے دن ایک ویڈیو اپلوڈ کی ہے جہاں پر میں نے ری برانڈ پروسیس کے بارے میں بتایا ہے کہ کس طرح کمپنیز پرانے پروسیسرز کو پکڑتی ہے اور ان کو بڑھا کے الٹیمیٹ کر دیا وہ چیز اتنا زیادہ ڈفرینس نہیں ڈالتی اور ایک اور چیز جو کہ بالکل ڈفرنس نہیں ڈالتی وہ ریم ہے اس موبائل فون کا 12gb والا ریکمنڈ کر رہے تھے جب میں نے اس موبائل فون کا انباکس کیا ہے بٹ ہماری ٹیسٹنگ کے مطابق اپ کو زیرو ڈفرینس دیکھنے کو ملے گا وہ ایکسٹرا جو 6 7 8000 اپ نے خرچ کرنا ہے نارمل ریڈیشن پے ان فیکٹ میں کہوں گا یہ جو موبائل فون ہے اس کی بلڈ مجھے نارمل ایڈیشن سے زیادہ پسند ائی ہے تو میں کسی بھی بندے کو وہ ایکسٹرا سات ہزار روپیہ خرچ نہیں دے سکتا اس کی وجہ یہ ہے کہ اگر اپ دو بار کو رن کریں تب بھی کلیئر ہو جاتا ہے گیمنگ کے اندر اس کے 8 جی بی والے اور 12 جی بی والے کوئی ڈفرینس نہیں ہے اپ پبگ کھیلیں اپ کال اف ڈیوٹی کھیلیں کوئی ڈفرنس,11,2,"[25, 26, 27, 28, 29, 30, 45, 52, 57, 57, 69]","[33, 52]",2,72,6,51,5,"(2, 70.83333333333334)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0]"
42.56,203 (8).wav,"پبگ کے اوپر اس کی پرفارمنس اتی ہے وہ جھی 99 والی ہے یعنی کہ ایچ ڈی پے اپ کو ہائی فریم ریٹ دیکھنے کو مل جاتا ہے اس کے علاوہ اگر اپ بات کرتے ہیں کال اف ڈیوٹی کی تو وہاں پر بھی اپ کو ہائی سیٹنگ دیکھنے کو مل جاتی ہے بیسیکلی ایگزیکٹلی وہی سیٹنگ ہے جو کہ کوئی بھی دوسرا جین 99 والا پروسیسر والا فون اپ کو دے دے گا تو نہ تو وہ ایکسٹرا پاورفل ہے اور 49 کے پرائز ٹیکس کے حساب سے دس از ون اف دی نائسس پرفارمنگ ڈیوائسز جو کہ اپ پاکستانی مارکیٹ میں 50,000 سے نیچے خرید سکتے ہیں کیونکہ جی 99 ہی اپ کو میکسیمم پرفارمنس ملے گی جو کہ اس پرائس رینج میں اپ کو کوئی بھی کمپنی کرے گی",3,1,"[15, 18, 25]",[1],2,42,2,30,6,"(2, 71.42857142857143)","[0, 0, 0]",[0]
28.68,203 (9).wav,کا اگر اپ کمپٹیشن دیکھتے ہیں تو سامسنگ کا a50 اجاتا ہے وہ بھی جینا 99 کے ساتھ ارہا ہے اور پرفارمنس میں وہ بھی اپ کو کافی حد تک یہی پرفارمنس پروائڈ کر دے گا الدو اسکے اندر 6 جی بی ریم ہے لیکن ائی تھنک اگر اپ کو برانڈ میں جانا ہے تو پرفارمنس والی سائیڈ سے سیمسنگ بھی اپ کو سملر پرفارمنس کر دے گا اپ کو زیادہ پیسے نے ہمارے ایوارڈز کے اندر بھی بہت زیادہ ایوارڈ جیتے ہیں,4,3,"[10, 16, 25, 28]","[10, 26, 28]",2,28,3,23,2,"(2, 82.14285714285714)","[0, 0, 0, 0]","[0, 0, 1]"
15.91,203 (10).wav,موبائل فون کی سافٹ ویئر ایکسپیرینس کی بلکہ سافٹ وئیر ایکسپیرینس میں جانے سے پہلے میں ایک چیز اور کلیئر کرنا چاہوں گا ہم نے اس کے اوپر جو رن کیا تھا اس کا وہی جی 99 والا اسکور تھا 4 لاکھ 25 ہزار کے قریب بٹ ہم نے اس موبائل فون کے وہ اسٹریس بھی رن کیا ہے تو میں وہ,1,1,[5],[7],2,15,1,7,0,"(2, 46.666666666666664)",[0],[0]
75.72,203 (11).wav,ہاں یہ موبائل فون ان موبائل فون میں سے ہے جس کے بارے میں اگر مجھے کوئی نیچا کے کمنٹ کرے گا نا کہ بلال بھائی موبائل فون ہیٹ اپ ہو رہا تھا تو میں اس بندے کی بات پے یقین نہیں کروں گا اس کی وجہ یہ ہے بھائی کہ یہ جو موبائل فون ہے جیسے ہی 40 ڈگری اس کا ٹمپریچر اتا ہے یہ موبائل فون اٹومیٹک تھراٹل ہونے لگ جاتا ہے یعنی کہ اس موبائل فون کی جو پرفارمنس ہے وہ نیچے جانے لگ جاتی ہے اور یہ جو منیمم پرفارمنس پہ گیا ہے وہ 82 کی پرفارمنس ہے یعنی کہ جب یہ 40 ڈگری کو ہٹ کرتا ہے تو یہ اپنی پرفارمنس جو نیچے تک لے کے گیا ہے وہ 82 ہے ویسے یہ 100 کے اوپر بھی جا رہا تھا وچ بیسیکلی مینس کے گیمنگ کے اندر اپ کو ایک نارمل ٹھنڈے موبائل فون میں اور فل اسپیڈ والی پرفارمنس میں 20% کا ڈفرینس دیکھنے کو مل سکتا ہے لیکن یہاں پر ایک بات ایڈ کرنا اور ضروری ہے وہ یہ ہے کہ بھائی ہم لوگ انڈور اس موبائل فون کو ٹیسٹ کر رہے ہیں پاکستان میں باہر 40 ڈگری سے زیادہ تو ویسے ٹمپریچر ہے مطلب جو اگر اپ باہر دھوپ میں جاتے ہیں تو 40 ڈگری سے زیادہ تو ویسے ٹمپریچر ہے تو کہنے کا مقصد یہ ہے کہ پاکستانی جرمنی میں یہ موبائل فون ہمیشہ 80 ڈگری a10 کے اوپر جو ہے وہ پرفارم کرے گا واٹ از رینج کے اندر جتنے بھی جی 99 والے پروسیسرز ہیں وہ بھی اپ کو یہی رزلٹ پرووائڈ کریں گے تو کوئی کریٹیسزم نہیں ہے بٹ ایک انفارمیشن ہے جو کہ میں اپ لوگوں کے ساتھ شیئر کرنا چاہتا تھا,5,3,"[11, 44, 52, 57, 71]","[15, 35, 63]",2,75,2,48,4,"(2, 64.0)","[0, 0, 0, 0, 0]","[0, 0, 1]"
35.43,203 (12).wav,اب یار یہ موبائل فون ٹیکنو کی طرف سے اتا ہے تو اس کی سافٹ ویئر کے اوپر بات کیے بغیر ہم نہیں رہ سکتے جو اچھی باتیں ہیں پہلے وہ بتاؤں گا پھر بری باتیں بتاؤں گا اچھی بات یہ ہے کہ اس موبائل فون کے اندر اینڈرائیڈ 14 ارہا ہے اچھی بات یہ بھی ہے کہ ٹیکنو پرومس کر رہا ہے کہ 2 سال کی اپڈیٹس ہم اپ کو پروائڈ کریں گے ٹیکنو نے یہ نہیں بتایا کہ وہ اپ ڈیٹس ائیں گی کب لیکن موبائل فون کے لائف ٹائم میں وہ اپڈیٹ ضرور کریں گے اور ابھی تک ٹیکنو کے کسی دوسرے موبائل فون پر اینڈرائیڈ 15 ایان ہے تو میں کریٹیسزم نہیں کر سکتا کہ بھائی اس کو اپ ڈیٹ نہیں دی تو یہ ایک اچھی چیز ہے جو کہ ٹیکنو کی ہے,7,5,"[6, 9, 20, 22, 30, 32, 34]","[5, 7, 10, 14, 34]",2,35,3,23,3,"(2, 65.71428571428571)","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 9]"
67.15,203 (13).wav,ڈاکٹر کے اندر پہلے کی نسبت بہت زیادہ بہتر ہے میں دیکھنے کو ملی ہے اج چیزیں کافی زیادہ سموتھ ہوگئی ہیں کافی بلیر کو ریموو کر دیا گیا ہے بٹ ایسا نہیں ہے کہ بلوٹو غائب ہوگئی ہے اگر اپ یہ ہائی اوس فیملی کی سافٹ ویئر سویٹ دیکھتے ہیں تو یہاں پر اپ کو بہت زیادہ سافٹ ویئر دیکھنے کو مل جائیں گے فار ایکزیمپل ایک ٹی سپورٹ کے نام سے سافٹ ویئر ہے ایک یہ ان کا سمارٹ سسٹم ہے اگر اپ کے پاس ٹیکنو کی کوئی اسمارٹ گیجٹس ہو تو ان کو کنٹرول کرتا ہے موبائل کلون ہے یہ ویسا پلیئر کے نام سے ایک سسٹم ا جاتا ہے مائی ہیلتھ کے نام سے ایک کہا جاتا ہے اب یہ جو ساری سوفٹ ویئرز ہیں یہ سینس بناتی ہیں مطلب اپ سیمسنگ کا موبائل فون خریدیں یا اپ ائی فون خریدیں ان کے اندر بھی ان کاموں کو کرنے کے لئے ڈیڈیکیٹڈ سافٹ ویئر موجود ہوتی ہیں جو پرابلم ہے وہ یہ ہے کہ ٹیکنو کے کیس کے اندر کچھ ٹائم گزرنے کے بعد ٹیکنو کے اندر بہت زیادہ نوٹیفیکیشن ایڈز انے لگ جاتے ہیں اب اچھی بات یہ ہے کہ کیوں کہ یہ اینڈرائڈ 14 ہے تو اپ کسی بھی نوٹیفیکیشن کو کلک کریں گے اور اگر اپ کو کوئی سافٹ ویئر تنگ کر رہی ہے اپ کو بار بار ا رہے ہیں اپ یہ ٹرن اف نوٹیفیکیشن پر کلک کریں گے وائٹ ٹیکنو چارجر بھی اپ کو ایڈ نہیں دکھا سکے گا ویسے تو ہمیں اس موبائل فون پہ ابھی تک کوئی ایڈ دیکھنے کو نہیں ملا,9,5,"[2, 5, 8, 15, 42, 47, 56, 63, 67]","[2, 5, 6, 18, 49]",2,67,2,35,3,"(2, 52.23880597014925)","[0, 0, 0, 0, 9, 0, 9, 0, 0]","[0, 0, 0, 0, 0]"
28.56,203 (14).wav,ایک اور چیز جو کہ میں نے ٹیسٹ کرنی تھی لیکن میں نے سوچا میں رویو کے ٹائم پر ہی کروں گا وہ یہ ہے کہ اپ اب یہاں پر بلوٹو کو ڈیلیٹ بھی کر سکتے ہیں جو کہ مجھے ایک بہت اچھی بات لگی ہے کہ اپ یہاں پر اگر کسی سافٹ ویئر کو نہیں پسند کر رہے تو دیٹ کین بی ڈیلیٹڈ یہ سیدھا ان انسٹال کر رہا ہے اس کو ہائیڈ نہیں کر رہا اور کوئی بھی سافٹ ویئر ہو اس کو اپر میں یہ کہنا چاہوں گا کہ مجھے سافٹ ویئر والی ہے بٹ پہلے کی نسبت کافی بہتری ہے,4,4,"[1, 3, 15, 21]","[12, 16, 28, 28]",2,28,1,11,0,"(2, 39.285714285714285)","[0, 9, 0, 0]","[1, 0, 1]"
25.52,203 (15).wav,ایک اور چیز جو کہ مجھے ایک لطیفہ ہوئی ہے وہ یہ ہے کہ اگر اپ مین اسکرین پے ہوتے ہیں تو موبائل فون لاک ہوتا ہے اپ کیمرہ کو اوپن کرتے ہیں کبھی کبھار ایسا ہوتا ہے کہ اپ کا کیمرہ بھی اوپن ہو جاتا ہے اور یہاں پر یہ واچ بھی دکھاتا رہتا ہے ہمیں رینڈم یہ ہوا تھا میں نے موبائل فون سے اس کی ویڈیو ریکارڈ کرلی تھی میری ٹیم ہوپ فولی یہاں پر چلا بھی دے گی بٹ وہ ایک واحد گلچ ہے جو کہ اس موبائل فون کی سافٹ ویئر کے اندر ہم نے فیس کیا ہے,1,2,[1],"[15, 18]",2,25,1,12,0,"(2, 48.0)",[0],"[0, 1]"
65.6,203 (16).wav,بھائی موبائل فون کی مین ہائی لائٹ ہے کیمرہ تو کیمرہ کے اوپر ہم اینڈ میں ائیں گے پہلے ڈسکس کر لیتے ہیں اس موبائل فون کے اندر موجود اسپیکرز کو یہاں پر ڈال بھی ایٹمی دیے گئے ہیں اسپیکر کی ساؤنڈ کوالٹی چیک کرا دیتا ہوں اچھا بائی دا وے ایکسپوزنگ ویڈیو ہم نے بنائی تھی اور میں صرف اتنا کہنا چاہوں گا کہ دس از دونوں کہتے ہیں کہ بھائی یہ ہمارے سگے ہیں تو بھائی کوئی نہیں ہے اور اب اسپیکر چیک کرتا ہوں تاکہ اپ لوگوں سے میکسیمم پیسے نکالے جا سکے اور اسپیکر کی کولڈ کی اگر اپ بات کرتے ہیں تو ائی وڈ چھے کہ مجھے ساؤنڈ اس موبائل فون کا پسند ایا ہے اسپیکر اس کے اچھے ہیں لیکن یہ بات ضرور ہے کہ اوپر والا اسپیکر کم پاورفل ہے نیچے والے اسپیکر میں اپ کو زیادہ بیس اور جو لاؤنج ہے وہ دیکھنے کو مل جاتی ہے تو اگر نیچے بند ہوتا ہے تو اوپر والا اسپیکر مفل فیل ہوتا ہے تو یہ کام نہیں ہے کہ یہ دونوں الگ الگ چل سکتے ہیں بٹ جب دونوں چلتے ہیں تو اپ کو ساؤنڈ کی کوالٹی کافی ڈیسنٹ ملتی ہے,8,7,"[20, 27, 42, 45, 48, 53, 57, 58]","[4, 16, 39, 41, 44, 54, 65]",2,65,5,43,16,"(2, 66.15384615384615)","[9, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9, 9, 1, 1, 0]"
48.99,203 (17).wav,لگائی گئی ہے جس کی وجہ سے میں یہ ضرور کہنا چاہوں گا کہ مجھے یہ فون ذرا زیادہ اچھا لگنے لگا ہے اس کی وجہ یہ ہے کہ جب 256 جی بی دے دیا جاتا ہے تو پھر ریزن اجکل موبائل فون کے اندر میموری کارڈ کے اپشن ریموو کی جا رہی ہے جبکہ مجھے ایسا لگتا ہے کہ اگر اپ کو کیا جا رہا ہے وہ یہ ہے کہ اس کی انٹیلیجینٹ پہ ہوتا ہے جب اپ اس کو فون کو پہلی بار خریدتے ہیں بٹ موویز کے لیے الگ ہے اس کے اندر کوئی زیادہ ڈیفنس دیکھنے کو نہیں ملا بٹ ایٹلی سی اپشن جو ہے وہ یہاں پر دی گئی ہے,3,1,"[8, 42, 43]",[9],2,48,1,30,2,"(2, 62.5)","[0, 9, 0]",[0]
43.91,203 (18).wav,موبائل فون کے ہمیں اوکے لگے ہیں بٹن کی کوالٹی اچھی ہے اس موبائل فون کے اندر جو بیٹری لگائی گئی ہے وہ 5000 ایم ایچ کی بیٹری لگائی گئی ہے اور اس کے ساتھ دی گئی ہے 70 واٹ کی چارجنگ وچ از کلاس لیڈنگ بیسیکلی پچاس ہزار سے نیچے اپ کو کوئی موبائل فون 70 کے قریب بھی دیکھنے کو نہیں ملتا اور اس وجہ سے یہ موبائل چارجنگ موبائل فون بن جاتا ہے پاکستانی مارکیٹ کا جو کہ اگین ایک بڑی بات ہے کیونکہ جیسے میں نے اپ کو الریڈی بتایا ہے کہ اس موبائل فون کے جو پروسیسر لگایا ہوا ہے اس سے زیادہ پاور فل پروسیسر بھی اپ کو کسی دوسرے فون میں نہیں ملتا وہ پروسیسر اور بہت ڈیوائس میں ایا ہے بٹ اس سے زیادہ کچھ نہیں اپ کو دیکھنے کو ملتا اور 70 واٹ جو ہے اس کے قریب بھی اپ کو کچھ دیکھنے کو نہیں ملتا تو چارجنگ والی سائیڈ سے بھی موبائل فون ہمیں کافی زیادہ ڈیسینٹ لگا,7,5,"[16, 28, 31, 35, 35, 40, 43]","[3, 23, 27, 28, 43]",2,43,2,33,7,"(2, 76.74418604651163)","[0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 1]"
39.43,203 (19).wav,اب بات کر لیتے ہیں اس موبائل فون کی میں ہائی لائٹ کی جو کہ اکارڈنگ ٹو ٹیکنو بہت زیادہ امپورٹنٹ ہے اور وہ ہے اس موبائل فون کے اندر لگے ہوئے ہیں کیا مراد ہے اس موبائل فون کے بیک سائیڈ پر اپ کو ٹرپل کیمرہ اپ کو ٹرپل کیمرہ سیٹنگ دیکھنے کو مل جاتا ہے ٹیکنیکلی ایک کیمرہ ہے اور دو سینسر ہیں ایک کیمرہ ہے اور ایک میرے طرح کا بندہ ہے ایک انکھ اس نے بند کی ہوئی ہے مطلب 4 کیمرے دور سے دیکھ کے لگتا ہے ریئلٹی میں ایک ایکچول کیمرہ ہے ایک اپ کو لائٹ سینسر دیکھنے کو ملتا ہے بیسیکلی ڈیپتھ سینسر تو میں پھر سمجھ سکتا ہوں کہ کوئی کام کرے گا لائٹ سینسر بیسیکلی کچھ نہیں کرتا کیمرہ جو مین کیمرہ لگایا گیا ہے وہ 50 میگا پکسل کا کیم,5,0,"[6, 15, 23, 34, 35]",[],2,39,7,19,2,"(2, 48.717948717948715)","[0, 0, 0, 0, 0]",[]
34.11,203 (20).wav,ٹیکنو کی جو ٹوٹل مارکیٹنگ تھی نہ اس کے اندر سونی کا بہت زیادہ نام لیا گیا تھا کہ یہ ٹیوڈ بائے سنی ہے ان کے اندر سونی سینسر ہے بٹ ٹیکنو کی کیمن 30 سیریز میں کیمن 30 پرو اور پریمیئر کے اندر اپ کو سونے کا سینسر ملتا ہے یہاں پر یہ جو 50 میگا پکسل کا سینسر ہے یہ سامسنگ کا بنا ہوا سینسر ہے اور یہ جو باقی دو چھوٹے چھوٹے سینسر ہیں اور یہ اتنے پرانے سینسر ہیں کے سامسنگ کور ڈیوایا کرتی تھی نہ ان کے اندر بھی کہیں پر یہ سینسر یوز ہوئے ہیں کیونکہ میں چیک کر رہا تھا ان لائن تو مجھے وہاں پر یہ سینسر نظر ائے ہیں بٹ ان کا کوئی فائدہ نہیں ہے مین کیمرہ 50 میگا پکسل,4,3,"[2, 4, 24, 33]","[11, 17, 32]",2,34,2,29,2,"(2, 85.29411764705883)","[0, 9, 0, 0]","[1, 0, 0]"
23.03,203 (21).wav,جو چیز اس موبائل فون کے بارے میں بہت زیادہ انٹرسٹنگ لگی ہے مجھے وہ ہے بھائی اس کا فرنٹ کیمرہ کیوں کہ فرنٹ کیمرہ بھی 50 میگا پکسل کا دیا گیا ہے اب اس رینج کے اندر اپ کو زیادہ تر موبائل فون 12 16 اور 8 میگا پکسل کا کیمرہ پرووائڈ کرتے ہیں بہت کم موبائل فون ہے جو کہ 32 میگا پکسل کا کیمرہ دیتے ہیں اور یہ موبائل فون میگا پکسل کے کیمرہ کے ساتھ سیلفی میں,4,0,"[1, 3, 12, 16]",[],2,23,1,16,2,"(2, 69.56521739130434)","[0, 0, 9, 0]",[]
78.65,203 (22).wav,"تو سیلفی والی سائیڈ سے ہی اسٹارٹ کرتے ہیں سیلفی کیمرہ میں جو ہمیں اسکی کوالٹی نظر ائی ہے وہ ٹو بیری اونسٹ بہت زیادہ پسند ائی ہے مطلب اس کی جو کلر کی کوالٹی ہے وہ بہت اچھی ہے اور ایک چیز میں ضرور ڈالنا چاہوں گا کہ ٹیکنو نے یہاں پر تھوڑا سا سونی کا نام لے کر کنفیوز کیا ہے بٹ اس موبائل فون کے اندر سونی کی پروسیسنگ موجود ہے جس کا مطلب یہ ہے کہ جب اپ تصویر کھینچتے ہیں اس کے رنگوں میں بہت زیادہ فرق اتا ہے فار ایگزیمپل میں بھی اپ کو کھینچ کے دکھا ہی دیتا ہوں یہ میں نے تصویر کھینچی ابھی تصویر لوڈ ہوگی اور اس تصویر کے رنگ جو ہے وہ چینج ہو جائیں گے اور یہ بہت زیادہ اچھی طریقے سے کام کرتا ہے جو ہیومن اسکین ٹونز ہیں وہ بہت زیادہ نیچرل دکھاتا ہے اور مجھے فرنٹ کیمرہ کی کوالٹی بہت زیادہ پسند بھی ائی ہے انفٹ میں یہ کیسے کہوں گا کہ دس از ون اف دی نائس فرنٹ کیمرہ جو کہ 50,000 سے نیچے اپ کو دیکھنے کو مل سکتا ہے ایون لو لائٹ کے اندر جو فرنٹ کیمرہ ہے وہ ڈیسنٹ رزلٹ اپ کو پروائڈ کر دیتا ہے جب زیادہ ہی لائٹ مشکل ہونے لگ جاتی ہے تب بھی ہمیں یہ چیز فیل ہوئی ہے کہ امیج کی کوالٹی میں کلر تھوڑے بہت اف ہو جاتے ہیں بٹ امیج میں ڈیٹیل بہت زیادہ رہتی ہے اس کی ریزن یہی ہے کہ یہ 50 میگا پکسل کے کیمرہ کے ساتھ ا رہا ہے اب 50 میگا پکسل ہونا امپورٹنٹ نہیں ہے بٹ جو اس کے اندر پروسیسنگ ڈالی ہوئی ہے وہ بھی بہت زیادہ بڑا رول پلے کرتی ہے اور پروسیسنگ کے بعد ہی جو رزلٹس ہیں وہ ایکچول میں اچھا نکل کر اتے ہیں فرنٹ کیمر",13,5,"[6, 11, 24, 34, 35, 38, 40, 54, 55, 57, 62, 69, 73]","[7, 10, 34, 41, 77]",2,78,7,39,21,"(2, 50.0)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]","[0, 0, 9, 0, 0]"
48.2,203 (23).wav,فرنٹ کیمرہ میکسیمم ریزولوشن 2 کی سپورٹ کرتا ہے اور ٹیکنو کے فونٹ کے اوپر ایک بڑا کریٹیسزم یہ ہوتا تھا کہ ان کا ایکسپوژر کنٹرول سلو ہے اور اگر بیک پے لائٹ ہو تو یہ ایکسپوزر کنٹرول نہیں کر سکتے یہی وجہ ہے کہ میں جان بوجھ کے کھڑا ہو کر اپ کو یہ ویڈیو کیسی لگ رہی ہے تھوڑا باہر چلتے ہیں اور اسٹوڈیو لائٹنگ سے ہی نکلتے ہیں اپ لوگ مجھے بتاؤ کہ اس کوالٹی کے بارے میں اپ کے کیا اوپینین ہیں اور یہ جو لائٹیں لگی ہوئی ہیں یہ واٹر فائرنگ لائٹس ہیں ہمارے افس کے اندر یہ موبائل کو فرنٹ پر بھی ٹو کی ویڈیو ریزولوشن ہی سپورٹ کرتا ہے اور بیک پر بھی اس کی جو میکسیمم ریزولوشن ہے وہ 2 کے ہی ہے,2,3,"[14, 17]","[3, 6, 42]",2,48,3,18,13,"(2, 37.5)","[0, 9]","[9, 9, 0]"
17.11,203 (24).wav,اچھا ایک اور چیز جو یہاں پر میں ایڈ کرنا چاہوں گا وہ یہ ہے کہ جیسے ہی اپ اس کا کوئی موڈ ان کرتے ہیں تو یہ 1080 پر چلا جاتا ہے تو اگر اپ کو الٹرا اسٹڈی موڈ یعنی کہ ان کی جو ای ائی ایس ہے وہ چاہیے یا کوئی بھی انہانسمنٹ چاہیے یا فیس بیوٹی چاہیے تو ان سب موڈز کے لیے اپ کو اسے,1,2,[1],"[0, 4]",2,17,0,5,3,"(2, 29.411764705882355)",[0],"[0, 0]"
62.04,203 (25).wav,بیک کیمرہ کی طرح بات کرتے ہیں تو بیک کیمرہ میں جو ویڈیو کی کوالٹی ہے وہ بھی اپ کو ٹو کے ویڈیو ریزولیوشن ہی پروائڈ کرتی ہے یہ موبائل فون 4 کے اس لئے نہیں دے سکتا کیونکہ جین 99 کے اندر ہمیں فور کے دیکھنے کو نہیں ملتی ادر وائز اس کے اندر جو سینسر لگائی ہے اپ کو یہ بیسیکلی اس کے سینسر کے موومنٹ کی اواز ہے جو ہے ہماری ٹیسٹنگ کے مطابق جو بیک ویڈیو کا رزلٹ ہے وہ اگر اپ الٹا اسٹڈی موڈ ان نہیں بھی کرتے تب بھی اچھا ہو جاتا ہے بٹ الٹرا اسٹڈی موڈ ان کرنے کے بعد تو ایسے لگتا ہے کہ اپ نے گیمبل پر لگا دیا ہے تو الدو یہاں پر الٹرا ویٹ اینگل کیمرہ نہیں دیا گیا الدو یہاں پر بیک پر 3 کیمرے بنا کر اپ کو ایک کیمرہ دیا گیا ہے لیکن جو ایک کیمرہ لگایا ہے ان لوگوں نے وہ اچھی کوالٹی کا لگایا ہے اور بیک کیمرہ کے جو رزلٹس ہیں وہ بھی میں یہاں پر اپ کو کچھ دکھا دیتا ہوں تاکہ اپ کو بہتر طریقے سے اندازہ ہو سکے ڈے ٹائم کے اندر بیک کیمرہ بہت اچھے رزلٹ پرووائیڈر ہے,6,4,"[11, 15, 27, 28, 40, 46]","[30, 49, 57, 61]",2,62,4,30,8,"(2, 48.38709677419355)","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]"
41.12,203 (26).wav,سب سے بڑی بات ہے بھائی ان کے اسکین ٹونس کی ٹیکنو کی سب سے بڑی پرابلم ہے ان کی سکن ٹون پروسیسنگ تھی وہاں پر اپو ویوو یہ کمپنیاں بہت اگے تھی اس موبائل فون میں ٹیکنو گیم یہ کی ہے کہ انسٹر محنت کرتے ہیں انہوں نے کہا سونی تم کرلو اندھیرے میں بھی یہ اپ کو اچھا رزلٹ پرووائڈ کر دیتا ہے یہاں پر سپر نائٹ موڈ بھی دیا گیا ہے جس کی وجہ سے اپ کو رزلٹ کافی اچھا ملتا ہے بٹ اس کا سپر نائٹ موڈ ٹائم بہت لگاتا ہے تو جب اپ کوئی تصویر کھینچتے ہیں بٹ رزلٹ جو ہے وہ فائنلی بہت ڈیسینٹ نکل کر اتے ہیں,3,5,"[6, 16, 19]","[22, 25, 30, 30, 32]",2,41,6,22,7,"(2, 53.65853658536586)","[0, 0, 0]","[1, 1, 0, 0]"
30.67,203 (27).wav,"مجھ سے پوچھیں گے کہ یہ موبائل فون میں 50,000 سے نیچے کے اندر ریکمنڈ کر سکتا ہوں تو میں یہ کہوں گا ڈس مائٹ بی دا بیسٹ ڈیل جو کہ 50,000 سے نیچے اگر اپ سارے فیچرس کو کنسیڈر کرتے ہوئے خریدتے ہیں سافٹ ویئر میں مجھے ابھی بھی تھوڑے سے بگ نظر ائے ہیں کیمرہ مجھے اس موبائل فون کا 50,000 سے نیچے سب سے بہتر لگا ہے پرفارمنس اس کے برابر کی اور موبائل فون دیتے ہیں بٹ ٹاپ لیول کی جو پرفارمنس ہے وہ یہی پرفارمنس ہے جو کہ اپ کو اس پہ بھی ملے گی سامسنگ پے بھی ملے گی اور دوسرے بھی کسی جی 99 والے فون پر مل جائے گی",2,4,"[6, 14]","[4, 7, 18, 22]",2,30,1,20,7,"(2, 66.66666666666666)","[0, 9]","[0, 0, 0, 0]"
17.76,203 (28).wav,تو اولین ال ہنڈریڈ پرسینٹ ریکمنڈ کیا جاسکتا ہے یہ موبائل فون لیکن اپ کو اس چیز کے لیے ریڈی رہنا پڑے گا کہ اس کے سافٹ ویئر کے اندر ابھی بھی کچھ چیزیں ہیں جو کہ ٹریم اؤٹ ہونے والی ہیں اگر اپ ایک ایسا بندہ ہے جو کہ ان کو تھوڑا بہت چیزوں کو برداشت کر سکتے ہیں اس سے زیادہ ویلیو فور منی ڈیوائس ابھی پاکستانی مارکیٹ میں موجود نہیں ہے,4,2,"[3, 4, 15, 18]","[1, 16]",2,17,0,15,2,"(2, 88.23529411764706)","[0, 9, 0, 0]","[1, 0]"
49.2,203 (29).wav,اگر اپ ایسا بندہ ہیں جو کہتا ہے بھائی مجھے چاہیے 100% ایکسپیرینس اور میں تھوڑا بہت مطلب جو ہے وہ کیمرہ کی پرفارمنس لو بھی لے لوں گا کیونکہ a50 کے اندر سافٹ ویئر بہت ہائی کوالٹی ہے تو اپ اس کی طرف جا سکتے ہیں بٹ وہاں پر کیمرہ بہت کم ملے گا اپ کو اس موبائل فون کی نسبت تو اس چیز کو اپنے مائنڈ میں رکھے اگر اس موبائل فون کوئی لانچ کر دیتی ہے اور ٹیکنو کا وہ جو 12 گب والا ویرین ہے وہ لانچ نہ ہوتا یا اگر وہ لانچ جی بی میں فور ٹرپل نائن کے پرائز میں اجاتا 49 کے تو بھائی میرے خیال سے یہ موبائل فون لیجنڈری ہو سکتا تھا مجھے ایسا لگتا ہے کہ کیوں کہ پہلے مہنگا لانچ کیا گیا اور بعد میں کم پرائز کی گئی تو وہ جو اسٹارٹ کا تھنڈر ہے نا وہ ان کے ہاتھ سے گر گیا ہے بٹ فون کافی اچھا ہے یہ بیک لائٹ بھی ان ہوتی ہے جب اپ ویڈیو ریکارڈنگ کر رہے ہوتے ہیں,5,2,"[15, 18, 26, 36, 38]","[44, 45]",2,49,2,35,7,"(2, 71.42857142857143)","[0, 0, 0, 0, 0]","[1, 0]"
